iter	Logloss
1513	0.2688932849
1514	0.268875638
1515	0.2688505567
1516	0.2688383633
1517	0.2688212566
1518	0.2687922909
1519	0.2687781168
1520	0.2687635825
1521	0.2687423341
1522	0.268721909
1523	0.2687071946
1524	0.268687181
1525	0.268669637
1526	0.2686547168
1527	0.2686352949
1528	0.2686081299
1529	0.2685849008
1530	0.2685693633
1531	0.2685427128
1532	0.2685260948
1533	0.2685042805
1534	0.2684871481
1535	0.2684758294
1536	0.2684624012
1537	0.2684396094
1538	0.268430966
1539	0.2684159687
1540	0.2683935113
1541	0.2683795172
1542	0.2683599152
1543	0.2683450208
1544	0.2683310524
1545	0.2683125823
1546	0.2682970705
1547	0.2682798352
1548	0.2682569147
1549	0.2682399881
1550	0.2682231643
1551	0.2682052087
1552	0.2681910603
1553	0.2681620689
1554	0.2681439846
1555	0.2681257203
1556	0.268111469
1557	0.2680957256
1558	0.2680857446
1559	0.2680637502
1560	0.2680510681
1561	0.2680378972
1562	0.2680150539
1563	0.2679919534
1564	0.2679816379
1565	0.267961187
1566	0.267938138
1567	0.2679264076
1568	0.2679050564
1569	0.2678826247
1570	0.2678697111
1571	0.2678485399
1572	0.2678283977
1573	0.2677962936
1574	0.2677819394
1575	0.2677607168
1576	0.2677516361
1577	0.2677345551
1578	0.2677177828
1579	0.2677069785
1580	0.2676877367
1581	0.267677344
1582	0.2676574848
1583	0.2676107178
1584	0.2675935854
1585	0.2675844789
1586	0.2675586002
1587	0.2675353968
1588	0.2675206824
1589	0.2675023924
1590	0.267479935
1591	0.267470134
1592	0.2674565515
1593	0.2674266597
1594	0.2674099389
1595	0.2673898481
1596	0.2673616285
1597	0.2673512101
1598	0.2673280067
1599	0.2673124691
1600	0.2672928157
1601	0.2672729565
1602	0.2672580363
1603	0.2672319518
1604	0.26721662
1605	0.2671926449
1606	0.267173403
1607	0.2671565793
1608	0.2671292085
1609	0.2671112529
1610	0.2670897216
1611	0.2670771423
1612	0.2670540418
1613	0.267027237
1614	0.2669999177
1615	0.2669808816
1616	0.2669634405
1617	0.266952662
1618	0.266935015
1619	0.2669116315
1620	0.2668957853
1621	0.2668823315
1622	0.2668636813
1623	0.2668441307
1624	0.266823294
1625	0.2668046695
1626	0.2667813632
1627	0.2667661858
1628	0.2667523975
1629	0.2667289626
1630	0.2667074313
1631	0.2666916879
1632	0.26667507
1633	0.2666593266
1634	0.2666433003
1635	0.2666280458
1636	0.2666111963
1637	0.2665975366
1638	0.266573047
1639	0.2665573551
1640	0.266542898
1641	0.266525354
1642	0.2665097135
1643	0.2664917579
1644	0.2664776095
1645	0.2664646444
1646	0.266451988
1647	0.2664347526
1648	0.2664120123
1649	0.2663920501
1650	0.2663843843
1651	0.2663631874
1652	0.266337463
1653	0.2663328326
1654	0.2663126646
1655	0.2662959181
1656	0.2662870689
1657	0.2662721744
1658	0.2662487138
1659	0.2662264622
1660	0.2661971106
1661	0.2661818303
1662	0.2661714377
1663	0.2661469995
1664	0.2661336228
1665	0.2661188056
1666	0.2661055318
1667	0.2660911261
1668	0.2660727332
1669	0.2660591507
1670	0.2660463142
1671	0.2660270209
1672	0.2660099399
1673	0.2659924473
1674	0.2659760351
1675	0.2659587484
1676	0.2659478927
1677	0.2659196987
1678	0.2659041097
1679	0.265881215
1680	0.2658603783
1681	0.2658430143
1682	0.2658288401
1683	0.2658168011
1684	0.2658013922
1685	0.2657804268
1686	0.2657703171
1687	0.2657590241
1688	0.2657358722
1689	0.2657185339
1690	0.2657049772
1691	0.2656847321
1692	0.2656727445
1693	0.2656465056
1694	0.2656365245
1695	0.2656130382
1696	0.2655957771
1697	0.2655771269
1698	0.2655609462
1699	0.2655404696
1700	0.2655200959
1701	0.2655079025
1702	0.2654949374
1703	0.2654818694
1704	0.2654700877
1705	0.2654482734
1706	0.2654276939
1707	0.2654151146
1708	0.2653886957
1709	0.265375782
1710	0.265361222
1711	0.265346662
1712	0.2653210405
1713	0.2653024675
1714	0.265292435
1715	0.2652780808
1716	0.2652614628
1717	0.2652436101
1718	0.2652251914
1719	0.2652107857
1720	0.2651864504
1721	0.2651648419
1722	0.2651479925
1723	0.2651310401
1724	0.2651161714
1725	0.2651026404
1726	0.2650894695
1727	0.2650676552
1728	0.2650598864
1729	0.2650420337
1730	0.265025673
1731	0.2650115245
1732	0.2649984565
1733	0.2649852856
1734	0.2649773111
1735	0.2649602815
1736	0.2649471364
1737	0.264939702
1738	0.2649131802
1739	0.2648941184
1740	0.264877912
1741	0.2648607796
1742	0.2648481231
1743	0.2648356983
1744	0.2648139611
1745	0.2647953881
1746	0.2647732651
1747	0.2647640044
1748	0.2647441451
1749	0.2647282732
1750	0.2647091599
1751	0.2646885033
1752	0.2646688755
1753	0.2646488105
1754	0.2646349708
1755	0.2646190216
1756	0.2646006544
1757	0.2645853741
1758	0.2645647432
1759	0.2645488712
1760	0.2645332051
1761	0.2645146835
1762	0.264503622
1763	0.2644833512
1764	0.2644684053
1765	0.2644520189
1766	0.2644274263
1767	0.2644176511
1768	0.2643990266
1769	0.2643798619
1770	0.2643716816
1771	0.26436399
1772	0.2643525426
1773	0.2643389344
1774	0.2643161169
1775	0.2643015568
1776	0.2642873827
1777	0.2642624558
1778	0.2642479215
1779	0.2642327698
1780	0.2642242036
1781	0.2642103124
1782	0.2641977846
1783	0.264179263
1784	0.2641699251
1785	0.2641530756
1786	0.2641353515
1787	0.2641240328
1788	0.2641095242
1789	0.2640906939
1790	0.2640721466
1791	0.2640566091
1792	0.2640403256
1793	0.2640310133
1794	0.2640103052
1795	0.2639976745
1796	0.2639823428
1797	0.263962535
1798	0.2639544061
1799	0.2639386885
1800	0.2639167198
1801	0.2638930534
1802	0.2638749177
1803	0.2638582997
1804	0.2638392637
1805	0.2638261185
1806	0.2638099378
1807	0.2637949148
1808	0.26377912
1809	0.2637641484
1810	0.2637555565
1811	0.2637362632
1812	0.2637155808
1813	0.2636986027
1814	0.2636734956
1815	0.2636627428
1816	0.263648543
1817	0.2636266772
1818	0.2636106767
1819	0.2635960395
1820	0.26357919
1821	0.2635630865
1822	0.2635476519
1823	0.2635233166
1824	0.2634968719
1825	0.2634653852
1826	0.2634464006
1827	0.2634338729
1828	0.2634244063
1829	0.2634187212
1830	0.263402592
1831	0.2633880577
1832	0.2633743209
1833	0.2633667065
1834	0.2633487251
1835	0.2633314126
1836	0.263316621
1837	0.2633024469
1838	0.2632789348
1839	0.263266227
1840	0.2632534419
1841	0.2632385475
1842	0.2632299555
1843	0.2632162444
1844	0.2631960251
1845	0.2631851951
1846	0.2631664677
1847	0.2631497469
1848	0.2631326144
1849	0.2631183631
1850	0.2631048835
1851	0.2630839953
1852	0.2630675831
1853	0.2630525601
1854	0.2630395693
1855	0.2630223854
1856	0.2629999794
1857	0.2629868085
1858	0.2629684928
1859	0.2629573284
1860	0.2629406847
1861	0.2629226519
1862	0.2629039245
1863	0.2628881812
1864	0.262879332
1865	0.2628644376
1866	0.2628465591
1867	0.2628350346
1868	0.2628119341
1869	0.2627944157
1870	0.2627740163
1871	0.2627518676
1872	0.262734658
1873	0.2627248827
1874	0.2627050235
1875	0.2626869649
1876	0.2626731252
1877	0.2626568931
1878	0.2626383458
1879	0.2626232199
1880	0.2626127243
1881	0.2625987045
1882	0.2625817007
1883	0.2625676294
1884	0.2625478988
1885	0.2625344707
1886	0.2625163093
1887	0.2625028811
1888	0.2624794977
1889	0.2624643974
1890	0.2624539019
1891	0.2624386988
1892	0.2624272771
1893	0.262414132
1894	0.2623930894
1895	0.2623727157
1896	0.2623612426
1897	0.2623461938
1898	0.2623275951
1899	0.2623194662
1900	0.262302591
1901	0.2622806223
1902	0.2622569044
1903	0.262248261
1904	0.2622349358
1905	0.2622170316
1906	0.2622047353
1907	0.2621814548
1908	0.2621673321
1909	0.2621376461
1910	0.2621229318
1911	0.2621076772
1912	0.2620909821
1913	0.2620711485
1914	0.2620519839
1915	0.2620343369
1916	0.2620224523
1917	0.2620009467
1918	0.2619752223
1919	0.2619648296
1920	0.2619521989
1921	0.2619304618
1922	0.2619147699
1923	0.261901136
1924	0.2618804278
1925	0.2618667682
1926	0.2618521053
1927	0.2618379826
1928	0.2618214418
1929	0.2617966435
1930	0.2617788936
1931	0.2617632018
1932	0.2617478957
1933	0.2617334129
1934	0.2617161776
1935	0.2617054248
1936	0.2616919966
1937	0.2616786714
1938	0.2616649346
1939	0.2616397246
1940	0.2616226951
1941	0.2616063858
1942	0.2615887903
1943	0.2615720695
1944	0.2615548341
1945	0.261537856
1946	0.2615219069
1947	0.2614909862
1948	0.2614725675
1949	0.2614563611
1950	0.2614446308
1951	0.261422302
1952	0.2614081022
1953	0.2613969378
1954	0.2613787763
1955	0.2613546469
1956	0.2613374115
1957	0.2613225943
1958	0.2613127675
1959	0.2612975901
1960	0.2612752099
1961	0.2612656147
1962	0.2612536786
1963	0.2612442635
1964	0.2612305009
1965	0.2612184876
1966	0.2612030787
1967	0.2611912712
1968	0.261175142
1969	0.261156003
1970	0.2611448644
1971	0.2611309475
1972	0.2611064836
1973	0.2610899428
1974	0.261065659
1975	0.2610492982
1976	0.2610373107
1977	0.2610198953
1978	0.2609988012
1979	0.2609809485
1980	0.2609593143
1981	0.2609398152
1982	0.2609178466
1983	0.2609045213
1984	0.2608903215
1985	0.2608775364
1986	0.2608686101
1987	0.260853587
1988	0.2608398759
1989	0.260827451
1990	0.2608118106
1991	0.2607915912
1992	0.2607735327
1993	0.2607591527
1994	0.260743538
1995	0.2607333254
1996	0.2607174535
1997	0.2607001667
1998	0.260687819
1999	0.2606671366
2000	0.2606495154
2001	0.2606322286
2002	0.2606206269
2003	0.2606063755
2004	0.2605941822
2005	0.2605721106
2006	0.2605577821
2007	0.2605420645
2008	0.2605226941
2009	0.2605068736
2010	0.2604942686
2011	0.2604820752
2012	0.2604679268
2013	0.2604479132
2014	0.2604329416
2015	0.260418716
2016	0.260404156
2017	0.2603856859
2018	0.2603628684
2019	0.2603418773
2020	0.26033061
2021	0.2603222238
2022	0.2603090015
2023	0.2602851807
2024	0.2602761257
2025	0.2602532824
2026	0.2602384395
2027	0.2602267349
2028	0.2602114546
2029	0.2601934475
2030	0.2601769839
2031	0.2601578964
2032	0.2601420501
2033	0.2601248662
2034	0.2601170717
2035	0.2600955919
2036	0.2600803116
2037	0.2600667805
2038	0.2600549473
2039	0.2600456608
2040	0.2600320526
2041	0.2600152031
2042	0.259997479
2043	0.2599817357
2044	0.2599629311
2045	0.2599467505
2046	0.2599267626
2047	0.2599101704
2048	0.2598965365
2049	0.2598865554
2050	0.2598746965
2051	0.2598625288
2052	0.2598456536
2053	0.2598294987
2054	0.2598215756
2055	0.25980735
2056	0.2597947193
2057	0.2597744742
2058	0.2597562613
2059	0.259743219
2060	0.2597287877
2061	0.2597112179
2062	0.2596991789
2063	0.2596798341
2064	0.2596524891
2065	0.2596293886
2066	0.2596138768
2067	0.2595963842
2068	0.2595750844
2069	0.2595640486
2070	0.2595460158
2071	0.2595293978
2072	0.2595077379
2073	0.2594960847
2074	0.2594837113
2075	0.2594715694
2076	0.2594570094
2077	0.2594495493
2078	0.2594376646
2079	0.2594196061
2080	0.2594023193
2081	0.2593859586
2082	0.2593682602
2083	0.2593542147
2084	0.2593405808
2085	0.2593123611
2086	0.2592984956
2087	0.2592889519
2088	0.259267009
2089	0.259248899
2090	0.2592366542
2091	0.2592301202
2092	0.2592142225
2093	0.2591916365
2094	0.2591682016
2095	0.2591506318
2096	0.2591330878
2097	0.2591202256
2098	0.2591069518
2099	0.2590958645
2100	0.2590763397
2101	0.2590625
2102	0.2590512842
2103	0.259041869
2104	0.2590231417
2105	0.2590046201
2106	0.2589844007
2107	0.2589655705
2108	0.2589536086
2109	0.2589374794
2110	0.2589232796
2111	0.258910726
2112	0.2588858248
2113	0.2588631102
2114	0.2588444085
2115	0.2588323438
2116	0.258816086
2117	0.2587969985
2118	0.258784625
2119	0.2587669267
2120	0.2587545018
2121	0.2587391186
2122	0.2587224749
2123	0.2586986027
2124	0.2586919658
2125	0.2586780231
2126	0.2586655468
2127	0.2586502922
2128	0.2586301757
2129	0.2586092875
2130	0.2585923094
2131	0.2585801161
2132	0.2585682828
2133	0.2585492982
2134	0.2585386483
2135	0.2585252202
2136	0.2585100428
2137	0.2584947625
2138	0.2584767297
2139	0.2584615266
2140	0.2584416159
2141	0.2584233001
2142	0.2584091517
2143	0.2583944116
2144	0.2583700506
2145	0.2583549247
2146	0.2583393357
2147	0.2583225119
2148	0.2583133541
2149	0.2583014179
2150	0.258291797
2151	0.258264169
2152	0.2582471137
2153	0.2582362066
2154	0.2582211064
2155	0.2582111253
2156	0.2581934269
2157	0.2581852208
2158	0.2581630721
2159	0.2581463513
2160	0.2581314825
2161	0.2581199837
2162	0.2580944909
2163	0.2580788762
2164	0.2580668114
2165	0.2580449199
2166	0.2580208676
2167	0.2579945258
2168	0.2579797086
2169	0.2579570197
2170	0.2579468328
2171	0.2579294946
2172	0.2579184331
2173	0.2579040017
2174	0.2578885928
2175	0.2578677046
2176	0.2578507779
2177	0.2578374527
2178	0.2578232014
2179	0.2578066348
2180	0.257794956
2181	0.2577824025
2182	0.2577604853
2183	0.25774698
2184	0.2577333717
2185	0.2577226704
2186	0.2577076988
2187	0.2576900004
2188	0.2576726622
2189	0.257655787
2190	0.2576404038
2191	0.2576270014
2192	0.2576066791
2193	0.2575859195
2194	0.2575730058
2195	0.257556568
2196	0.2575383808
2197	0.257521557
2198	0.2574961928
2199	0.257480681
2200	0.2574677931
2201	0.2574495802
2202	0.2574277144
2203	0.257408807
2204	0.2573955075
2205	0.257384446
2206	0.257371095
2207	0.2573550687
2208	0.2573395826
2209	0.2573252799
2210	0.2572946678
2211	0.2572768923
2212	0.2572617921
2213	0.2572461516
2214	0.257232209
2215	0.2572121182
2216	0.2571982785
2217	0.2571780849
2218	0.2571664317
2219	0.2571566822
2220	0.2571424309
2221	0.2571236006
2222	0.2571045388
2223	0.2570861459
2224	0.2570644859
2225	0.257050106
2226	0.2570387101
2227	0.2570268769
2228	0.2570078922
2229	0.2569835055
2230	0.2569679423
2231	0.2569506297
2232	0.2569334973
2233	0.2569205836
2234	0.2569134323
2235	0.2568941904
2236	0.2568829746
2237	0.2568707297
2238	0.2568556038
2239	0.2568477836
2240	0.2568284131
2241	0.2568173773
2242	0.2568021485
2243	0.2567860965
2244	0.2567729513
2245	0.2567549957
2246	0.2567329756
