iter	Logloss
447	0.2927555462
448	0.2927318283
449	0.292696946
450	0.2926630155
451	0.2926300111
452	0.2926014056
453	0.2925574426
454	0.2925322069
455	0.2925170038
456	0.2924912537
457	0.2924608989
458	0.2924394448
459	0.2924114052
460	0.2923810247
461	0.2923475315
462	0.2923271835
463	0.2923065011
464	0.292267117
465	0.2922499846
466	0.2922034234
467	0.2921726313
468	0.2921419678
469	0.2920891813
470	0.2920552251
471	0.292021732
472	0.2919954159
473	0.2919666303
474	0.2919346806
475	0.2919181655
476	0.291885264
477	0.2918584335
478	0.2918384714
479	0.2917965406
480	0.2917783277
481	0.2917354194
482	0.2916952379
483	0.2916480594
484	0.2916229523
485	0.2915958903
486	0.2915691112
487	0.2915482487
488	0.2915205692
489	0.2914848638
490	0.2914536858
491	0.2914143789
492	0.291384873
493	0.2913574765
494	0.2913261185
495	0.2912907989
496	0.2912622963
497	0.291236932
498	0.2912074776
499	0.2911720551
500	0.2911467423
501	0.2911224584
502	0.2910825599
503	0.2910362302
504	0.2910037146
505	0.2909735142
506	0.2909631215
507	0.2909385804
508	0.2909071452
509	0.2908685843
510	0.2908499856
511	0.2908212257
512	0.2907931347
513	0.2907659697
514	0.2907387018
515	0.2907159615
516	0.2906976457
517	0.2906624033
518	0.2905967546
519	0.2905757121
520	0.2905467978
521	0.2905157742
522	0.2904934969
523	0.2904727116
524	0.2904300091
525	0.2903939949
526	0.2903684248
527	0.2903367067
528	0.2903054515
529	0.2902797786
530	0.2902631606
531	0.2902454108
532	0.2902023996
533	0.2901680575
534	0.2901522884
535	0.2901230912
536	0.2900884662
537	0.290068324
538	0.2900428054
539	0.2900057623
540	0.2899824302
541	0.2899542106
542	0.2899406281
543	0.2899200743
544	0.2898986973
545	0.2898753396
546	0.2898377305
547	0.2898145785
548	0.2897887512
549	0.2897641587
550	0.289740801
551	0.289719141
552	0.2896944199
553	0.2896611582
554	0.2896165007
555	0.289594069
556	0.2895552766
557	0.2895425687
558	0.2895164327
559	0.2894889591
560	0.2894646753
561	0.2894390023
562	0.2894188344
563	0.2893885825
564	0.289359411
565	0.2893308569
566	0.2892880258
567	0.2892575424
568	0.2892290655
569	0.2892048845
570	0.2891688447
571	0.2891212031
572	0.2890979739
573	0.2890709891
574	0.2890372644
575	0.2890094048
576	0.2889778153
577	0.2889435504
578	0.2889215817
579	0.2888993044
580	0.2888678692
581	0.2888376688
582	0.2888099893
583	0.2887624506
584	0.2887259734
585	0.2887003519
586	0.2886859462
587	0.2886657783
588	0.2886327739
589	0.2885978916
590	0.2885612858
591	0.2885253231
592	0.2885055153
593	0.2884890002
594	0.288459623
595	0.2884421047
596	0.2884045213
597	0.2883810092
598	0.2883529182
599	0.2883238496
600	0.2882932118
601	0.2882707544
602	0.2882267143
603	0.2882037167
604	0.2881761401
605	0.2881468657
606	0.288109411
607	0.28808878
608	0.2880645477
609	0.2880323407
610	0.2879970211
611	0.2879558878
612	0.2879219316
613	0.2878930431
614	0.2878720263
615	0.2878469707
616	0.2878313303
617	0.2878088214
618	0.2877817851
619	0.2877619258
620	0.2877276609
621	0.2877057695
622	0.2876690865
623	0.2876474008
624	0.2876089428
625	0.2875964665
626	0.2875633849
627	0.2875455836
628	0.2875125278
629	0.2874787516
630	0.2874366665
631	0.2874179392
632	0.2873892307
633	0.2873529336
634	0.287304546
635	0.2872695094
636	0.2872405952
637	0.2872191153
638	0.2871986644
639	0.2871783421
640	0.287147267
641	0.2871317038
642	0.2870964871
643	0.2870626338
644	0.2870526013
645	0.287020703
646	0.2869879816
647	0.286961897
648	0.2869356324
649	0.286915696
650	0.2868851354
651	0.2868589994
652	0.2868272812
653	0.2867889519
654	0.2867700187
655	0.2867406929
656	0.2867223514
657	0.286698685
658	0.2866694621
659	0.2866289204
660	0.2866025272
661	0.2865743075
662	0.2865503581
663	0.2865317336
664	0.2864825486
665	0.2864412866
666	0.2864288875
667	0.2864099029
668	0.2863964233
669	0.2863722938
670	0.2863522802
671	0.2863251924
672	0.2862760845
673	0.2862448551
674	0.2862248415
675	0.2861990142
676	0.2861535078
677	0.286133983
678	0.2861128375
679	0.2860841805
680	0.2860528997
681	0.2860225449
682	0.2859955857
683	0.2859781446
684	0.2859502593
685	0.285916869
686	0.2858926366
687	0.2858649572
688	0.2858386669
689	0.2858160294
690	0.2857855203
691	0.2857586383
692	0.2857379816
693	0.2857063148
694	0.285683806
695	0.2856638438
696	0.2856384281
697	0.2856188261
698	0.28558878
699	0.2855615379
700	0.2855360708
701	0.2855077482
702	0.2854964809
703	0.2854608269
704	0.2854142657
705	0.2853771454
706	0.2853542764
707	0.2853292723
708	0.2852985574
709	0.2852685113
710	0.28522905
711	0.2852129466
712	0.2851885598
713	0.2851639159
714	0.285143182
715	0.2851295995
716	0.2851037208
717	0.2850799772
718	0.2850598607
719	0.2850326443
720	0.2850080517
721	0.2849644746
722	0.2849376955
723	0.28491655
724	0.2848882018
725	0.2848685998
726	0.2848295759
727	0.2848108228
728	0.2847829375
729	0.2847628725
730	0.2847374568
731	0.2847188066
732	0.2846936739
733	0.2846676922
734	0.2846424309
735	0.2846213368
736	0.2845977733
737	0.284572692
738	0.2845405622
739	0.2845190052
740	0.2845011525
741	0.2844868754
742	0.2844721353
743	0.2844469254
744	0.2844251369
745	0.2843993353
746	0.2843716044
747	0.2843336352
748	0.2843175831
749	0.2842895178
750	0.2842631503
751	0.2842443201
752	0.2842168978
753	0.2841946977
754	0.2841729091
755	0.2841570629
756	0.2841374609
757	0.2841002891
758	0.2840652782
759	0.2840425379
760	0.2840151928
761	0.2839948706
762	0.2839725418
763	0.2839465601
764	0.2839295306
765	0.2839154593
766	0.2838957544
767	0.2838717536
768	0.283850711
769	0.2838292311
770	0.2838075712
771	0.2837856026
772	0.2837569713
773	0.2837349255
774	0.2837047765
775	0.28368466
776	0.283659553
777	0.2836395909
778	0.2836208121
779	0.2835898142
780	0.2835673568
781	0.28354297
782	0.283519921
783	0.2835013994
784	0.2834830322
785	0.2834558672
786	0.2834278276
787	0.2834054988
788	0.2833822697
789	0.2833655746
790	0.2833395929
791	0.2833180616
792	0.2832969419
793	0.2832744073
794	0.2832461876
795	0.2832229585
796	0.2832053116
797	0.2831867643
798	0.2831683199
799	0.2831502871
800	0.2831289873
801	0.283106427
802	0.2830855388
803	0.2830657824
804	0.2830448942
805	0.2830142822
806	0.2829945773
807	0.2829770333
808	0.2829641196
809	0.2829360543
810	0.2829083491
811	0.2828831906
812	0.2828680133
813	0.2828439352
814	0.2828228927
815	0.2827967567
816	0.2827719583
817	0.2827468771
818	0.2827330116
819	0.2827095252
820	0.2826949395
821	0.2826711959
822	0.2826516711
823	0.2826284676
824	0.2825927622
825	0.2825673722
826	0.2825377377
827	0.2825186759
828	0.2824973247
829	0.2824757162
830	0.2824347115
831	0.2824142863
832	0.2823787866
833	0.2823399942
834	0.2823112858
835	0.2822816513
836	0.2822585508
837	0.2822309485
838	0.2822065875
839	0.2821798084
840	0.2821620328
841	0.2821467526
842	0.2821344048
843	0.2821159862
844	0.2820972588
845	0.2820695794
846	0.2820408452
847	0.282024433
848	0.2819926377
849	0.2819774088
850	0.2819615883
851	0.2819371501
852	0.2819156703
853	0.2818946534
854	0.2818730192
855	0.281848401
856	0.2818324518
857	0.2818074477
858	0.2817858135
859	0.2817628416
860	0.281739844
861	0.2817188529
862	0.2816866717
863	0.2816579118
864	0.2816444579
865	0.2816224121
866	0.2816035304
867	0.2815832081
868	0.2815483001
869	0.2815263572
870	0.2815104338
871	0.2814907804
872	0.2814670625
873	0.2814361418
874	0.2814063272
875	0.281382172
876	0.2813655283
877	0.2813504538
878	0.2813346847
879	0.2813151342
880	0.2812790686
881	0.2812428229
882	0.2812131112
883	0.2811933549
884	0.2811657526
885	0.2811471539
886	0.2811341373
887	0.2811167733
888	0.2810933899
889	0.2810783154
890	0.2810569127
891	0.2810346868
892	0.2810100428
893	0.280991264
894	0.2809743373
895	0.2809429021
896	0.2809021804
897	0.2808890867
898	0.2808738321
899	0.280853587
900	0.2808310267
901	0.2808109874
902	0.2808011864
903	0.2807871666
904	0.2807677447
905	0.2807483228
906	0.28072319
907	0.2806909574
908	0.2806776321
909	0.280658699
910	0.2806416694
911	0.2806283442
912	0.2806075846
913	0.2805816287
914	0.2805656281
915	0.2805492159
916	0.2805262698
917	0.2805002881
918	0.2804834644
919	0.280461753
920	0.2804471415
921	0.2804330445
922	0.280413494
923	0.2803978021
924	0.2803773512
925	0.280358238
926	0.2803437294
927	0.2803157155
928	0.2803030849
929	0.280281142
930	0.2802576556
931	0.2802463883
932	0.2802175512
933	0.280204972
934	0.2801859874
935	0.2801548094
936	0.2801298053
937	0.2801056758
938	0.2800792826
939	0.2800526321
940	0.2800227661
941	0.2800097238
942	0.2799889385
943	0.2799650148
944	0.2799382872
945	0.2799225696
946	0.2798972053
947	0.2798826967
948	0.2798675451
949	0.2798460137
950	0.2798264375
951	0.2798049576
952	0.2797787702
953	0.2797547436
954	0.2797342412
955	0.2797048897
956	0.2796826381
957	0.2796606952
958	0.2796410417
959	0.2796228289
960	0.279603587
961	0.2795797405
962	0.279566904
963	0.2795520868
964	0.2795242015
965	0.2794984771
966	0.279485049
967	0.2794654727
968	0.2794461022
969	0.2794252655
970	0.2793933415
971	0.2793684917
972	0.2793504589
973	0.2793250689
974	0.2792996018
975	0.2792865852
976	0.2792681666
977	0.2792466352
978	0.2792216311
979	0.2791958553
980	0.2791785942
981	0.2791634168
982	0.2791382326
983	0.279125319
984	0.2790970736
985	0.2790754136
986	0.2790564033
987	0.2790390136
988	0.2790231931
989	0.2789940216
990	0.2789809022
991	0.2789561553
992	0.2789411066
993	0.2789130155
994	0.2788933364
995	0.278866763
996	0.278839418
997	0.2788219254
998	0.2788112498
999	0.2787950434
1000	0.2787705281
1001	0.2787511319
1002	0.278740945
1003	0.2787212144
1004	0.2786967248
1005	0.2786698428
1006	0.2786450187
1007	0.2786180596
1008	0.2786091332
1009	0.2785844378
1010	0.2785607199
1011	0.2785444106
1012	0.278522905
1013	0.2785032773
1014	0.2784752634
1015	0.2784550955
1016	0.2784280334
1017	0.2784070423
1018	0.2783837617
1019	0.2783693303
1020	0.2783501914
1021	0.2783301264
1022	0.2783003375
1023	0.2782722979
1024	0.2782584839
1025	0.2782422775
1026	0.2782004239
1027	0.2781749568
1028	0.2781559979
1029	0.2781344151
1030	0.2781036745
1031	0.2780881112
1032	0.2780659882
1033	0.2780435566
1034	0.2780262183
1035	0.277993574
1036	0.2779704993
1037	0.2779478618
1038	0.2779292373
1039	0.2779121049
1040	0.2778884642
1041	0.2778716147
1042	0.2778440381
1043	0.2778213749
1044	0.2777937212
1045	0.2777635207
1046	0.2777444332
1047	0.2777186574
1048	0.2776998529
1049	0.2776787331
1050	0.2776612405
1051	0.2776483783
1052	0.2776288278
1053	0.2776026146
1054	0.2775813405
1055	0.2775572368
1056	0.277537712
1057	0.2775147144
1058	0.2774941348
1059	0.2774683333
1060	0.277450249
1061	0.2774293608
1062	0.2774159069
1063	0.2773906456
1064	0.2773722012
1065	0.2773481489
1066	0.277328727
1067	0.2773079416
1068	0.2772836578
1069	0.2772654707
1070	0.2772454571
1071	0.2772276043
1072	0.2772051727
1073	0.2771923876
1074	0.2771600778
1075	0.2771359483
1076	0.2771156518
1077	0.2770981592
1078	0.2770719974
1079	0.2770517009
1080	0.2770249218
1081	0.2770034676
1082	0.276986541
1083	0.2769750936
1084	0.276952379
1085	0.2769333429
1086	0.2769159532
1087	0.2769032197
1088	0.276880505
1089	0.2768673856
1090	0.2768405293
1091	0.276820773
1092	0.2767972866
1093	0.276769247
1094	0.2767513685
1095	0.2767260557
1096	0.2767094892
1097	0.2766839192
1098	0.2766611788
1099	0.2766408565
1100	0.2766194795
1101	0.2766028616
1102	0.2765823078
1103	0.2765582297
1104	0.2765364926
1105	0.2765063436
1106	0.2764973915
1107	0.2764714614
1108	0.2764498271
1109	0.2764268295
1110	0.2763985327
1111	0.2763843843
1112	0.2763697728
1113	0.2763543382
1114	0.2763374115
1115	0.2763152628
1116	0.276300214
1117	0.2762828758
1118	0.2762570485
1119	0.2762340509
1120	0.276214809
1121	0.2761886473
1122	0.2761638233
1123	0.2761356293
1124	0.2761246193
1125	0.2761099306
1126	0.2760902
1127	0.2760659676
1128	0.2760467515
1129	0.2760319085
1130	0.2760065186
1131	0.2759835209
1132	0.2759574107
1133	0.2759299113
1134	0.2759145538
1135	0.2758926366
1136	0.2758762245
1137	0.2758538957
1138	0.2758318242
1139	0.2758131225
1140	0.275790022
1141	0.2757815072
1142	0.2757673588
1143	0.2757520785
1144	0.2757336084
1145	0.2757214665
1146	0.2757014272
1147	0.2756805133
1148	0.275658699
1149	0.2756344666
1150	0.2756099255
1151	0.2755885743
1152	0.2755680976
1153	0.2755491645
1154	0.2755291509
1155	0.2755185782
1156	0.2755019345
1157	0.2754672065
1158	0.2754558364
1159	0.2754397329
1160	0.2754161693
1161	0.2754005289
1162	0.2753854029
1163	0.275355254
1164	0.275342649
1165	0.2753231242
1166	0.2753140177
1167	0.2752881647
1168	0.2752631349
1169	0.2752455137
1170	0.2752148502
1171	0.2752018851
1172	0.2751769839
1173	0.2751488156
1174	0.2751284676
1175	0.275106499
1176	0.2750898296
1177	0.2750696102
1178	0.2750538412
1179	0.2750344964
1180	0.2750162835
1181	0.2750046047
1182	0.274986649
1183	0.2749727836
1184	0.2749499403
1185	0.2749335282
1186	0.274921592
1187	0.2749028132
1188	0.2748756483
1189	0.2748634549
1190	0.2748424638
1191	0.2748286755
1192	0.2748013047
1193	0.2747811883
1194	0.2747705898
1195	0.2747546407
1196	0.2747399263
1197	0.2747201185
1198	0.274701777
1199	0.2746747921
1200	0.2746503025
1201	0.2746312407
1202	0.2746056964
1203	0.274583522
1204	0.2745675214
1205	0.2745459644
1206	0.2745230954
1207	0.2745067346
1208	0.2744853577
1209	0.2744594018
1210	0.2744444044
1211	0.2744250082
1212	0.2744026023
1213	0.2743771608
1214	0.2743645302
1215	0.274348864
1216	0.2743297251
1217	0.2743184063
1218	0.2742960261
1219	0.2742813632
1220	0.2742540696
1221	0.2742368857
1222	0.2742152
1223	0.2741992509
1224	0.2741791087
1225	0.2741734751
1226	0.2741618991
1227	0.2741412424
1228	0.2741109648
1229	0.2740841599
1230	0.2740643522
1231	0.2740349749
1232	0.2740094563
1233	0.2739899829
1234	0.2739694806
1235	0.2739510876
1236	0.2739214274
1237	0.273910726
1238	0.2738931306
1239	0.2738782619
1240	0.2738555729
1241	0.2738347619
1242	0.2738177838
1243	0.2737975901
1244	0.2737766248
1245	0.2737604698
1246	0.2737359545
1247	0.2737189249
1248	0.2736970077
1249	0.2736813159
1250	0.273657032
1251	0.2736400539
1252	0.2736241305
1253	0.2736088245
1254	0.2735875761
1255	0.2735688231
1256	0.2735535685
1257	0.2735332977
1258	0.2735261463
1259	0.2735010393
1260	0.2734768069
1261	0.2734665686
1262	0.2734520086
1263	0.2734316348
1264	0.2734120071
1265	0.2733952091
1266	0.2733692274
1267	0.2733527896
1268	0.2733371748
1269	0.2733133541
1270	0.273291797
1271	0.2732727609
1272	0.2732468822
1273	0.2732291324
1274	0.2732179165
1275	0.2732017616
1276	0.2731879219
1277	0.2731670337
1278	0.2731559722
1279	0.2731370905
1280	0.2731246913
1281	0.2731035973
1282	0.2730867221
1283	0.2730777443
1284	0.273066194
1285	0.2730470036
1286	0.2730310288
1287	0.2730114011
1288	0.2729958121
1289	0.2729800687
1290	0.2729604925
1291	0.2729432828
1292	0.2729278739
1293	0.2729088893
1294	0.2728782258
1295	0.272869814
1296	0.272861222
1297	0.272850392
1298	0.2728331824
1299	0.2728112395
1300	0.2727933868
1301	0.2727716239
1302	0.2727491151
1303	0.2727289472
1304	0.2727195835
1305	0.2726904377
1306	0.2726706042
1307	0.2726551953
1308	0.2726428733
1309	0.2726301397
1310	0.272610049
1311	0.2725837329
1312	0.2725523749
1313	0.2725382779
1314	0.2725190361
1315	0.2725029326
1316	0.2724837936
1317	0.2724690535
1318	0.2724471878
1319	0.2724299267
1320	0.2724095787
1321	0.2723934495
1322	0.2723753138
1323	0.2723573325
1324	0.2723364957
1325	0.2723182828
1326	0.2722977291
1327	0.2722857672
1328	0.2722701268
1329	0.2722497273
1330	0.2722318489
1331	0.2722057643
1332	0.2721836413
1333	0.2721586629
1334	0.2721425852
1335	0.2721249125
1336	0.2721035356
1337	0.27208203
1338	0.2720643316
1339	0.2720359318
1340	0.2720136031
1341	0.2719877758
1342	0.2719608166
1343	0.2719471569
1344	0.2719267575
1345	0.2718979462
1346	0.271873791
1347	0.2718612889
1348	0.2718449539
1349	0.2718305225
1350	0.2718068303
1351	0.2717881544
1352	0.2717647709
1353	0.27174787
1354	0.271726313
1355	0.2717156631
1356	0.2716832246
1357	0.2716682273
1358	0.2716511977
1359	0.2716281229
1360	0.2716117365
1361	0.2715932664
1362	0.2715803527
1363	0.2715560689
1364	0.2715315793
1365	0.2715125432
1366	0.2714928898
1367	0.2714774037
1368	0.2714605285
1369	0.2714427272
1370	0.2714278585
1371	0.2714131441
1372	0.2713969892
1373	0.2713781075
1374	0.2713596888
1375	0.2713416303
1376	0.2713244207
1377	0.2712997767
1378	0.2712739237
1379	0.2712591836
1380	0.271241691
1381	0.2712171757
1382	0.2711969563
1383	0.2711795151
1384	0.2711676305
1385	0.2711431923
1386	0.2711276805
1387	0.271105789
1388	0.2710745596
1389	0.2710620575
1390	0.2710484751
1391	0.2710372849
1392	0.271018146
1393	0.2709990328
1394	0.2709815916
1395	0.2709604462
1396	0.270940021
1397	0.2709224512
1398	0.2709068622
1399	0.2708860769
1400	0.2708724687
1401	0.2708521722
1402	0.2708251873
1403	0.2708031157
1404	0.2707789348
1405	0.2707647349
1406	0.2707554742
1407	0.2707364895
1408	0.2707180709
1409	0.270699858
1410	0.270685761
1411	0.270673439
1412	0.2706567696
1413	0.2706388397
1414	0.2706268264
1415	0.270603906
1416	0.2705802395
1417	0.2705655252
1418	0.2705517369
1419	0.2705445341
1420	0.2705219481
1421	0.2705086485
1422	0.2704977157
1423	0.2704723514
1424	0.2704565566
1425	0.2704443375
1426	0.2704197707
1427	0.2704023811
1428	0.2703882326
1429	0.2703720777
1430	0.2703484113
1431	0.2703349831
1432	0.2703158956
1433	0.2702965766
1434	0.2702811677
1435	0.2702526393
1436	0.2702341178
1437	0.2702164965
1438	0.2702044061
1439	0.2701894345
1440	0.2701776013
1441	0.2701641474
1442	0.2701461146
1443	0.2701324807
1444	0.2701098432
1445	0.2700979842
1446	0.2700872572
1447	0.2700594748
1448	0.2700438344
1449	0.2700233578
1450	0.2700117818
1451	0.2699981221
1452	0.2699763336
1453	0.2699542106
1454	0.2699387245
1455	0.2699203573
1456	0.2699121512
1457	0.2698961249
1458	0.2698701175
1459	0.2698581557
1460	0.2698470942
1461	0.269833203
1462	0.2698164821
1463	0.2697936903
1464	0.2697812397
1465	0.2697574704
1466	0.2697398749
1467	0.2697184465
1468	0.2696999506
1469	0.2696816863
1470	0.2696617756
1471	0.2696489649
1472	0.2696389066
1473	0.2696256071
1474	0.2696052076
1475	0.2695889241
1476	0.2695668526
1477	0.2695392503
1478	0.269512111
1479	0.2695045738
1480	0.2694912228
1481	0.269475531
1482	0.2694536138
1483	0.2694385393
1484	0.269417754
1485	0.2693939332
1486	0.2693793731
1487	0.2693606715
1488	0.2693472691
1489	0.2693321946
1490	0.2693153194
1491	0.2692938138
1492	0.2692770929
1493	0.2692613239
1494	0.269242365
1495	0.2692261586
1496	0.2692029038
1497	0.2691871604
1498	0.2691610759
1499	0.269149963
1500	0.2691331392
1501	0.2691134858
1502	0.2690969192
1503	0.2690724296
1504	0.2690546798
1505	0.2690457277
1506	0.2690209808
1507	0.2689996296
1508	0.2689818283
1509	0.2689654161
1510	0.2689530684
1511	0.2689267266
1512	0.2689118579
